case_id,sex,age_band,name_origin,province,region,urbanicity,NAME_PATIENT,NAME_DOCTOR,NAME_DOCTOR_2,NAME_RELATIVE,RELATIVE_RELATION,AGE,GENDER,DATE_ENCOUNTER,DATE_VALIDATION,DATE_HISTORY,DOB,INSZ,RIZIV,IBAN,CREDITCARDNUMBER,STREET,ZIPCODE,CITY,TELEFOON,TELEFOON_MOBILE,EMAIL,URL,ORGANIZATION,SPECIALTY,DIAGNOSIS,DX_EPONYM,DX_TEST,DX_ANATOMY,DX_DRUG,DX_DRUG_2,DX_HOMOGRAPH,DX_NUMERIC,DX_ABBREV,DX_CODESWITCH,noise_ops,ambiguous_surname,PATIENT_NOUN_GENERIC,PATIENT_NOUN_MARKED,HONORIFIC,PRONOUN_SUBJ,PRONOUN_POSS,fmt
CASE000449,F,35-49,flemish,Oost-Vlaanderen,Vlaanderen,rural,Sofie De Smet,dr. Sofia Ferrari,dr. Bart Peeters,Els Mertens,Dochter,46-jarige,vrouw,19/04/2026,21-04-2026,2 jul 2018,°18.08.1979,79.08.18-634.56,6 27639 48 030,BE57 4011 6388 5078,4231568234284023,Vijversteenweg 76,9600,Ronse,+32 9 449 15 32,0490 83 03 12,sofie.desmet@skynet.be,https://www.ziekenhuisheilighart.be,Ziekenhuis Heilig Hart,Gastro-enterologie,ferriprieve anaemie,syndroom van Cushing,Schirmer-test,A. Radialis,Toujeo solostar,Sipralexa 20 mg,lintvormige stoelgang,1/w,PTO,shared decision making,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'text_abbr', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000450,M,80-95,flemish,Antwerpen,Vlaanderen,rural,Tom De Clercq,dr. Selin Arslan,dr. Kris Declercq,Lore Declercq,Nicht,90 jaar,man,03/05/2026,04/05/2026,26 mei 2022,º11/02/1936,36 02 11 499 38,2-40607-50-004,BE30 4897 9685 5878,4392763985238188,Abdijplein 150 bus 18,2400,Mol,057 24 72 54,+32 484 37 08 55,tom.declercq@skynet.be,https://www.jessaziekenhuis.be,Jessa Ziekenhuis,Reumatologie,osteoporose,ziekte van Dupuytren,Glasgow Coma Scale 15,M. Supraspinatus,Sipralexa 20 mg,Ibuprofen 400 mg,boomstructuur van de bronchi,BMI 20.808,NSAID,shared decision making,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'text_nl', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'intl', 'STREET': 'bus', 'AGE': 'jaar'}"
CASE000451,F,50-64,flemish,Vlaams-Brabant,Vlaanderen,town,Marleen Goossens,dr. Leen Maes,dr. Leen Maes,Koen Coppens,Neef,56,vrouw,17-05-2026,19/05/2026,02.12.2024,º10 okt 1969,69.10.10 320 26,8 41457 18 480,BE88 0632 2155 2909,4595194845422595,Marktstraat 241,1500,Halle,089/99.63.57,+32 486 90 53 16,marleen.goossens@proximus.be,https://www.ziekenhuissintrembert.be,Ziekenhuis Sint-Rembert,NKO,chronische rhinosinusitis,ziekte van Graves,Humphrey - perimetrie,M. Supraspinatus,Lambipol 100 mg,Atorstatine 20 mg,molaire zwangerschap uitgesloten,-0.25 ^ -0.25 as 165 graden,SSp,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'mixed', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000452,M,50-64,maghrebi,Antwerpen,Vlaanderen,urban,Mehdi Benali,dr. Lore De Smet,dr. Koen Goossens,Mehdi Bennani,Zoon,53-jarige,man,7 mei 2026,09/05/2026,2025-06-17,º11 december 1972,72 12 11 509 78,24927713006,BE54 2844 8685 6430,4521127596373111,Groenehof 250,2018,Antwerpen,022817189,0491-96 29 45,mehdi.benali@proximus.be,https://www.klinieksintrembert.be,Kliniek Sint-Rembert,Gastro-enterologie,anale fissuur,manoeuvre van Valsalva,Goldmann applanatie,M. Supraspinatus,Glucagen hypokit,Asaflow 80 mg,beers-teken afwezig,300 ie/ml 1.5 ml,antec.,blurr-test,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'masc_ordinal', 'TELEFOON': 'plain', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000453,F,0-17,maghrebi,Oost-Vlaanderen,Vlaanderen,rural,Samira El Amrani,dr. Rik Peeters,dr. Hilde De Backer,Youssef Alaoui,Neef,13-jarige,vrouw,26.05.2026,26-05-2026,03-02-2025,º11/12/2012,12121172487,3 65108 97 003,BE55 0968 2562 8320,4344210651004600,Hoevelaan 69,9600,Ronse,+32 51 99 97 03,0470 35 24 82,samira.elamrani@telenet.be,https://www.ziekenhuissintvincentius.be,Ziekenhuis Sint-Vincentius,Gastro-enterologie,ulcus anastomoticum,ziekte van Von Willebrand,Bristol-schaal type 4,m. Deltoideus,Glucagen hypokit,Lambipol 100 mg,geel verkleurde sclerae,18u,OS,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd.mm.yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000454,M,65-79,flemish,West-Vlaanderen,Vlaanderen,town,Wim Mertens,dr. Leila Idrissi,dr. Lode Van den Berghe,Rik Van Acker,Vader,74 jaar,man,21-04-2026,23-04-2026,9/3/2020,°1952-05-22,52.05.22-449.18,4-89090-81-004,BE52 5506 9098 9645,4734188079640312,Meersdries 40,8900,Ieper,09 304 51 94,+32 497 64 52 65,wim.mertens@proximus.be,https://www.kliniekmariamiddelares.be,Kliniek Maria Middelares,Dermatologie,atopisch eczeem,syndroom van Guillain-Barre,teken van Tinel,V. Saphena magna,Ozempic 1 mg,Trianal suppo,boomstructuur van de bronchi,4.95*,ESWT,shared decision making,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'd/m/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000455,F,50-64,maghrebi,Vlaams-Brabant,Vlaanderen,town,Sara El Habti,dr. Bart De Clercq,dr. Marleen Peeters,Adil Bouzid,Broer,53 jaar,vrouw,29-04-2026,29-04-2026,16/03/2024,°31/03/1973,73033136466,3-06799-12-480,BE44 7239 5505 7871,4210072040947118,Bloemplein 29,1500,Halle,+32 11 78 96 77,0489-67 68 75,sara.elhabti@skynet.be,https://www.kliniekvesalius.be,Kliniek Vesalius,Reumatologie,osteoporose,syndroom van Raynaud,Phalen-test,m. Infraspinatus,Pantomed 40 mg,Progor retard 180 mg,lintvormige stoelgang,0.5 mg,RYGB,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000456,M,65-79,eastern_european,West-Vlaanderen,Vlaanderen,rural,Miroslav Kaminski,dr. Lieve Vermeulen,dr. Hilde Van Damme,Zuzana Zielinski,Dochter,76 jaar,man,21-05-2026,21/05/2026,9 jul 2024,°1949-09-07,49090701591,3-42148-68-007,BE26357156725040,4992469247048118,Kouterlaan 147,8600,Diksmuide,+32 57 49 03 04,0477/65.12.59,miroslav.kaminski@skynet.be,https://www.klinieknikolaas.be,Kliniek Nikolaas,Gastro-enterologie,refluxoesofagitis graad B,ziekte van Von Willebrand,Humphrey - perimetrie,V. Saphena magna,Depakine chrono 500 mg,Nexiam 20 mg,boomstructuur van de bronchi,1 a 2 /d,PTO,Painful arc beiderzijds +,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'text_abbr', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000457,F,80-95,central_african,Oost-Vlaanderen,Vlaanderen,town,Esther Tshibangu,dr. Els Peeters,dr. Pieter Wouters,Sylvie Lumumba,Zus,92,vrouw,10/05/2026,10.05.2026,09/2016,°02/05/1934,34.05.02-390.08,2-44779-49-018,BE11 9624 6527 5514,4735384256116155,Stationskaai 64,9100,Sint-Niklaas,09/136.93.00,0474 22 09 86,esther.tshibangu@proximus.be,https://www.ziekenhuissintrembert.be,Ziekenhuis Sint-Rembert,Nefrologie,chronische nierinsufficientie stadium 3,syndroom van Raynaud,Jaeger transfertest,A. Radialis,D-cure 25 000 ie,Diltiazemzalf 2%,hamstringletsel links,HR: 68,OS,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd.mm.yyyy', 'DATE_HISTORY': 'mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000458,M,65-79,flemish,West-Vlaanderen,Vlaanderen,town,Rik Declercq,dr. Adil Benali,dr. Els Willems,Sofie Lambert,Zus,79 jaar,man,05/05/2026,07-05-2026,2023-03-20,°31/3/1947,47.03.31-711.46,3 16273 44 018,BE14 7124 3154 4838,4496493046400602,Schoolring 16,8400,Oostende,056 35 44 25,0496/89.60.63,rik.declercq@gmail.com,https://www.algemeenziekenhuissintlucas.be,Algemeen Ziekenhuis Sint-Lucas,Dermatologie,atopisch eczeem,manoeuvre van Valsalva,Glasgow Coma Scale 15,V. Saphena magna,Lyumjev kwikpen,Sipralexa 20 mg,hamstringletsel links,0.5 mg,ivm,blurr-test,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000459,F,65-79,central_african,Oost-Vlaanderen,Vlaanderen,urban,Josiane Mwamba,dr. Nele Peeters,dr. Dirk Peeters,Grace Kalala,Dochter,70-jarige,vrouw,05-05-2026,06/05/2026,9/2016,°29 feb 1956,56 02 29 446 68,14563757004,BE50 4799 8693 0947,4988442789523612,Nieuwbaan 73 bus 19,9000,Gent,057 43 16 03,+32 471 83 29 95,josiane.mwamba@gmail.com,https://www.uzgroeninge.be,UZ Groeninge,Fysische Geneeskunde en revalidatie,bekkenbodemhypertonie,manoeuvre van Valsalva,Schirmer-test,A. Radialis,Metformine viatris 500 mg,Ozempic 1 mg,hamstringletsel links,-0.25 ^ -0.25 as 165 graden,i.o.m.,watchful waiting,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'm/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'intl', 'STREET': 'bus', 'AGE': 'jarige'}"
CASE000460,M,65-79,flemish,Antwerpen,Vlaanderen,town,Pieter Jacobs,dr. Lieve De Clercq,dr. Karim Ouazzani,An Willems,Dochter,76-jarige,man,20-04-2026,20/04/2026,02.05.2021,°18/04/1950,50.04.18-397.44,2 07334 52 480,BE54 2998 5615 3738,4827677423935434,Dorppad 21,2440,Geel,02 502 28 92,0498833786,pieter.jacobs@skynet.be,https://www.uzmariamiddelares.be,UZ Maria Middelares,Fysische Geneeskunde en revalidatie,lumbaal facettair syndroom,ziekte van Hashimoto,Romberg negatief,M. Supraspinatus,Lyumjev kwikpen,Pantomed 40 mg,beers-teken afwezig,12u,ivm,shared decision making,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000461,F,18-34,flemish,Antwerpen,Vlaanderen,town,Nele Beers,dr. Burak Sahin,dr. Elena Moreira,Veerle Claes,Tante,29 jaar,vrouw,24-05-2026,25/05/2026,22/09/2015,°29 mei 1997,97052918646,1-04510-56-007,BE68 6101 6664 7803,4082680090722085,Kouterbaan 16B,2200,Herentals,03 973 41 48,0498/20.87.88,nele.beers@gmail.com,https://www.uzsintvincentius.be,UZ Sint-Vincentius,Orthopedie,gonartrose bilateraal,ziekte van Crohn,Jaeger transfertest,m. Infraspinatus,Ventolin aerosol,Cose protect,hamstringletsel links,spO2: 94%,NSAID,blurr-test,,True,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'letter', 'AGE': 'jaar'}"
CASE000462,M,50-64,flemish,Antwerpen,Vlaanderen,town,Tom Dubois,dr. Sylvie Kabongo,dr. An Claes,Els Vermeulen,Moeder,55-jarige,man,20-04-2026,21-04-2026,01.01.2025,º23/05/1971,71.05.23-815.21,8-69911-82-008,BE38051642767211,4651814204384505,Hoevering 217,2200,Herentals,02-450 49 72,+32 485 52 79 37,tom.dubois@proximus.be,https://www.azsintjozef.be,AZ Sint-Jozef,Gastro-enterologie,anale fissuur,ziekte van Bechterew,Jaeger transfertest,m. Infraspinatus,Injectafer 1000 mg,Sipralexa 20 mg,hamstringletsel links,BMI 20.808,APO,SSp testen positief,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000463,F,18-34,flemish,West-Vlaanderen,Vlaanderen,rural,Marleen De Clercq,dr. Inge De Backer,dr. Katrien Maes,Tine De Clercq,Nicht,27 jaar,vrouw,01-05-2026,02/05/2026,2024-10-03,°23 nov 1998,98.11.23-626.43,4-32431-92-007,BE78521643165865,4756926920327354,Nieuwsteenweg 82,8700,Tielt,050 37 80 47,0471 61 80 75,marleen.declercq@gmail.com,https://www.algemeenziekenhuissintrembert.be,Algemeen Ziekenhuis Sint-Rembert,Fysische Geneeskunde en revalidatie,subacromiale bursitis,ziekte van Crohn,Jaeger transfertest,N. Medianus,Sipralexa 20 mg,Injectafer 1000 mg,peervormige galblaas,1/w,PPI,shared decision making,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000464,M,0-17,flemish,Oost-Vlaanderen,Vlaanderen,rural,Filip Jacobs,dr. Jonas Willems,dr. Nele Peeters,An Dubois,Grootmoeder,10-jarige,man,24/04/2026,24-04-2026,13-03-2021,º14/09/2015,15 09 14 977 77,3-15523-18-003,BE08 9887 1085 4434,4049174436871634,Bloemsteenweg 126,9500,Geraardsbergen,056 70 70 60,+32 478 48 12 35,filip.jacobs@gmail.com,https://www.azdamiaan.be,AZ Damiaan,Nefrologie,chronische nierinsufficientie stadium 3,ziekte van Bechterew,Jaeger transfertest,m. Infraspinatus,Progor retard 180 mg,Injectafer 1000 mg,lintvormige stoelgang,BD: 146/68,RYGB,watchful waiting,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000465,F,80-95,flemish,Antwerpen,Vlaanderen,town,Hilde Van Damme,dr. Ann Van Damme,dr. Luc Wouters,Rik Verhoeven,Neef,93 jaar,vrouw,17 mei 2026,18/05/2026,7/2023,°25/09/1932,32092514039,3-14910-49-007,BE72 9559 5767 9440,4604568939116453,Schooldreef 161,2300,Turnhout,058/45.67.71,+32 456 85 34 14,hilde.vandamme@gmail.com,https://www.algemeenziekenhuissintjozef.be,Algemeen Ziekenhuis Sint-Jozef,Nefrologie,chronische nierinsufficientie stadium 3,ziekte van Hashimoto,Phalen-test,lig. Collaterale mediale,Paracetamol 1 g,Pantomed 40 mg,as 165 graden,spO2: 94%,nle,watchful waiting,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000466,M,35-49,flemish,Vlaams-Brabant,Vlaanderen,town,Filip Verhoeven,dr. Ilham Ouazzani,dr. Veerle Dubois,Lode Lambert,Vader,39-jarige,man,10-05-2026,12.05.2026,27/10/2018,°1986-11-18,86111830766,8-76366-29-008,BE42 1809 9740 8818,4031839330111846,Kerkhof 40/3,1500,Halle,09/400.67.24,0486 25 74 04,filip.verhoeven@telenet.be,https://www.kliniekdevoorzorg.be,Kliniek De Voorzorg,Gastro-enterologie,ferriprieve anaemie,ziekte van Bechterew,teken van Tinel,m. Deltoideus,Ventolin aerosol,Diltiazemzalf 2%,molaire zwangerschap uitgesloten,HR: 68,co,full range of motion,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd.mm.yyyy', 'DATE_HISTORY': 'd/m/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jarige'}"
CASE000467,F,18-34,flemish,West-Vlaanderen,Vlaanderen,town,Griet Wouters,dr. Marleen Lambert,dr. Wouter Maes,Kris Declercq,Grootvader,27 jaar,vrouw,29-04-2026,1 mei 2026,27.05.2015,°17/08/1998,98 08 17 358 82,5-16721-95-030,BE83682529863234,4629368426851790,Bakkerbaan 105/10,8400,Oostende,+32 14 56 01 99,0473 99 94 55,griet.wouters@gmail.com,https://www.azklina.be,AZ Klina,Orthopedie,carpaal tunnelsyndroom,syndroom van Sjogren,Phalen-test,lig. Collaterale mediale,Cose protect,Trianal suppo,beeld passend bij bursitis,1/w,RYGB,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jaar'}"
CASE000468,M,80-95,central_african,Vlaams-Brabant,Vlaanderen,town,Gaston Ilunga,dr. Blaise Ilunga,dr. Dirk Lambert,Patrick Mukendi,Grootvader,95-jarige,man,4/5/2026,04/05/2026,11/07/2016,°15/08/1930,30081515581,1-37383-66-004,BE73 3710 4517 1390,4248435074509334,Bakkerhof 112,1700,Dilbeek,03 814 03 07,0492 96 67 36,gaston.ilunga@skynet.be,https://www.ziekenhuisheilighart.be,Ziekenhuis Heilig Hart,Neurologie,"epilepsie, in remissie",teken van Lasegue,Snellen 1,lig. Collaterale mediale,Asaflow 80 mg,Lyumjev kwikpen,hamstringletsel links,22u,RYGB,SSp testen positief,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'd/m/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000469,F,18-34,southern_european,West-Vlaanderen,Vlaanderen,town,Lucia Costa,dr. Leen Mertens,dr. Selin Sahin,Rafael Silva,Zoon,18,vrouw,03-05-2026,03-05-2026,2020-11-18,°2008-05-26,08.05.26 488 31,3-36183-19-018,BE39 3406 7891 3244,4390627989582473,Langelei 240,8800,Roeselare,014-94 27 02,0484 07 82 12,lucia.costa@gmail.com,https://www.azdelta.be,AZ Delta,Cardiologie,boezemfibrilleren,syndroom van Sjogren,Goldmann applanatie,m. Infraspinatus,Lyumjev kwikpen,Trianal suppo,beeld passend bij bursitis,18u,tvv,Painful arc beiderzijds +,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'mixed', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'degree', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000470,M,18-34,flemish,Oost-Vlaanderen,Vlaanderen,rural,Filip Maes,dr. Andrzej Nowak,dr. Bart Janssens,Geert Declercq,Neef,32,man,2026-04-20,20 april 2026,29-03-2025,°01/02/1994,94.02.01-855.36,3-63642-11-007,BE70 2765 6958 3058,4785710933853001,Beekberg 137/17,9500,Geraardsbergen,+32 10 07 22 76,0477/40.20.59,filip.maes@telenet.be,https://www.azdelta.be,AZ Delta,Pneumologie,obstructief slaapapneusyndroom,manoeuvre van Valsalva,Snellen 1,M. Biceps caput longum,Paracetamol 1 g,Depakine chrono 500 mg,boomstructuur van de bronchi,FEV1/FVC 73.17,PPI,SSp testen positief,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'yyyy-mm-dd', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'slash', 'AGE': 'bare'}"
CASE000471,F,65-79,eastern_european,Limburg,Vlaanderen,town,Elena Kaminski,dr. Ann De Backer,dr. Ilham El Amrani,Zuzana Popescu,Dochter,75-jarige,vrouw,17/05/2026,19-05-2026,11/08/2022,º1950-10-31,50.10.31-808.61,8-97669-66-030,BE45 9528 6285 0015,4337522964842107,Zonnesteenweg 172 bus 1,3800,Sint-Truiden,058/51.76.96,0456/72.46.74,elena.kaminski@skynet.be,https://www.ziekenhuisvesalius.be,Ziekenhuis Vesalius,Oftalmologie,cataract incipiens bilateraal,ziekte van Parkinson,Jaeger transfertest,N. Medianus,D-cure 25 000 ie,Metformine viatris 500 mg,molaire zwangerschap uitgesloten,spO2: 94%,nle,no evidence of malignancy,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'bus', 'AGE': 'jarige'}"
CASE000472,M,65-79,flemish,Antwerpen,Vlaanderen,rural,Lode Janssens,dr. Lieve Vermeulen,dr. Bart Van Acker,Katrien Goossens,Moeder,68 jaar,man,19/05/2026,19/5/2026,2019-03-19,º09-04-1958,58040963550,9-17011-27-007,BE80 7016 3317 4529,4679007824466665,Stationslei 98 bus 10,2860,Sint-Katelijne-Waver,03 840 76 95,0471-69 59 68,lode.janssens@proximus.be,https://www.azsintlucas.be,AZ Sint-Lucas,Nefrologie,chronische nierinsufficientie stadium 3,syndroom van Cushing,Glasgow Coma Scale 15,M. Supraspinatus,Depakine chrono 500 mg,Paracetamol 1 g,beeld passend bij bursitis,BMI 20.808,OD,blurr-test,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'd/m/yyyy', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'bus', 'AGE': 'jaar'}"
